School Name,State,Region,College_Type,Tuition_In,Tuition_Out,Cost of Attendance (Academic),Highest Degree Awarded,Mean Earnings,10th Percentile Earnings,25th Percentile Earnings,Median Earnings,75th Percentile Earnings,90th Percentile Earnings
The University of Texas at Tyler,TX,Southwest,Public,7822.0,20872.0,20118.0,Health,50500,14800,29600,44200,65500,87400
Texas Christian University,TX,Southwest,Private,44760.0,44760.0,60135.0,Business Marketing,62600,14300,34800,52800,77400,100100
Texas College,TX,Southwest,Private,10008.0,10008.0,20140.0,Business Marketing,28000,4500,11000,23400,38600,49700
Texas Lutheran University,TX,Southwest,Private,29960.0,29960.0,40085.0,Business Marketing,51100,14300,29600,45600,60200,86000
The University of Texas of the Permian Basin,TX,Southwest,Public,5782.0,6622.0,18123.0,Business Marketing,52300,12200,31600,46100,63400,82100
The University of Texas at San Antonio,TX,Southwest,Public,7969.0,19168.0,19906.0,Business Marketing,49600,14000,29500,45300,62300,81400
Texas Southern University,TX,Southwest,Public,9173.0,21623.0,24089.0,Business Marketing,37600,6300,17300,31300,47400,72500
Texas Tech University,TX,Southwest,Public,8860.0,18652.0,22615.0,Business Marketing,61600,14900,34500,51400,77100,96800
Texas Wesleyan University,TX,Southwest,Private,27800.0,27800.0,39601.0,Business Marketing,44400,9600,25600,42000,53800,67900
Texas Woman's University,TX,Southwest,Public,7486.0,17446.0,17539.0,Health,49100,12000,27900,44700,64400,83700
Trinity University,TX,Southwest,Private,41344.0,41344.0,54714.0,Business Marketing,68000,15200,39300,54900,82300,113200
Tyler Junior College,TX,Southwest,Public,2784.0,5244.0,14266.0,Health,37100,6700,17800,32500,49200,66600
Vernon College,TX,Southwest,Public,3300.0,6600.0,11829.0,Humanities,36800,5500,17900,31400,47600,63300
Victoria College,TX,Southwest,Public,2640.0,4650.0,11810.0,Mutlidiscipline,40600,8500,19800,35300,52700,68500
Wayland Baptist University,TX,Southwest,Private,18510.0,18510.0,27788.0,Business Marketing,47200,11300,27700,41300,60800,78700
Weatherford College,TX,Southwest,Public,2440.0,5280.0,11957.0,Humanities,36400,5200,16100,31000,49500,67700
West Texas A & M University,TX,Southwest,Public,7846.0,9117.0,20067.0,Business Marketing,46700,10900,28000,42700,58700,78400
Western Texas College,TX,Southwest,Public,2700.0,5010.0,11339.0,Agriculture,38800,6000,16900,32700,51900,78400
Wharton County Junior College,TX,Southwest,Public,2342.0,4814.0,8858.0,Humanities,42900,10300,20800,37300,55400,71700
Wiley College,TX,Southwest,Private,12306.0,12306.0,23300.0,Business Marketing,30700,7200,14500,26700,40600,54500
Brigham Young University-Provo,UT,Rocky Mountains,Private,5460.0,5460.0,17801.0,Business Marketing,71500,7000,30400,59700,95200,127300
Brigham Young University-Hawaii,HI,Far West,Private,5400.0,5400.0,17178.0,Humanities,49100,4600,22300,42200,62300,87300
Broadview University-West Jordan,UT,Rocky Mountains,Private,14850.0,14850.0,25056.0,Business Marketing,30700,7600,14300,28100,40400,56500
Dixie State University,UT,Rocky Mountains,Public,5080.0,14548.0,17429.0,Humanities,41400,5400,19000,35400,55200,76700
Eagle Gate College-Murray,UT,Rocky Mountains,Private,14297.0,14297.0,22392.0,Health,31600,4600,15600,28800,42300,58000
LDS Business College,UT,Rocky Mountains,Private,3340.0,3340.0,11192.0,Business Marketing,42800,3000,18000,36000,59400,74400
Snow College,UT,Rocky Mountains,Public,3692.0,12382.0,14088.0,Humanities,37200,4000,15100,31700,48100,64500
Southern Utah University,UT,Rocky Mountains,Public,6676.0,20288.0,19516.0,Humanities,45500,5700,19700,39800,58500,78600
Stevens-Henager College,UT,Rocky Mountains,Private,16968.0,16968.0,32176.0,Health,34000,5300,15400,28800,45100,69900
Stevens-Henager College,UT,Rocky Mountains,Private,16968.0,16968.0,32358.0,Computer,34000,5300,15400,28800,45100,69900
Utah State University,UT,Rocky Mountains,Public,7870.0,21520.0,17671.0,Humanities,49600,6300,23100,43200,67100,88000
Utah Valley University,UT,Rocky Mountains,Public,5652.0,16066.0,13138.0,Humanities,50700,6800,23100,43800,66600,94600
Salt Lake Community College,UT,Rocky Mountains,Public,3781.0,12020.0,11518.0,Humanities,43400,6600,20200,37600,58300,77900
University of Utah,UT,Rocky Mountains,Public,8884.0,28127.0,19406.0,Social science,63500,10400,31000,53000,80300,108700
Weber State University,UT,Rocky Mountains,Public,5712.0,15260.0,15054.0,Health,49900,8400,24800,44500,66400,88000
Westminster College,UT,Rocky Mountains,Private,33860.0,33860.0,43464.0,Business Marketing,58100,11800,31600,49800,73900,90700
Bennington College,VT,New England,Private,51920.0,51920.0,68420.0,Visual Performing,38400,5000,15200,29500,49000,55800
Castleton University,VT,New England,Public,11970.0,27522.0,23173.0,Business Marketing,40800,7500,24900,37900,52600,67300
Champlain College,VT,New England,Private,39818.0,39818.0,55724.0,Business Marketing,54400,12800,29400,45400,66300,73000
Community College of Vermont,VT,New England,Public,6414.0,12678.0,15706.0,Humanities,31700,4100,15700,28800,43100,53500
Green Mountain College,VT,New England,Private,37002.0,37002.0,48800.0,Business Marketing,34900,8100,19100,30300,42200,55400
Northern Vermont University,VT,New England,Public,11730.0,24690.0,23178.0,Humanities,35600,8600,21200,33200,45600,61800
Lyndon State College,VT,New England,Public,11730.0,23898.0,22332.0,Visual Performing,35900,10600,21200,33400,45100,61100
Middlebury College,VT,New England,Private,52496.0,52496.0,66332.0,Social science,71900,13900,36500,58200,86800,165400
Norwich University,VT,New England,Private,38662.0,38662.0,54394.0,Military,57100,11900,35200,53700,71300,85200
Saint Michael's College,VT,New England,Private,43640.0,43640.0,55323.0,Business Marketing,57800,16600,34800,50800,69100,89500
College of St Joseph,VT,New England,Private,24000.0,24000.0,37400.0,Health,39700,10500,21800,36700,51500,61900
Southern Vermont College,VT,New England,Private,24775.0,24775.0,37775.0,Health,38900,11900,22200,34200,53700,71200
Vermont Technical College,VT,New England,Public,14690.0,27002.0,25746.0,Health,45900,15700,27800,45000,61800,74600
University of Vermont,VT,New England,Public,17740.0,41356.0,31606.0,Business Marketing,55200,12800,31500,47300,68100,86800
Advanced Technology Institute,VA,Southeast,Private,13250.0,13250.0,24683.0,Mechanic,42400,8300,25600,40800,56300,65300
Averett University,VA,Southeast,Private,33350.0,33350.0,42502.0,Health,49000,13300,27200,41800,61600,87000
Blue Ridge Community College,VA,Southeast,Public,5252.0,11180.0,12499.0,Humanities,36300,7800,17300,32100,49100,61900
Bluefield College,VA,Southeast,Private,24800.0,24800.0,35857.0,Business Marketing,46000,12600,24800,40900,60800,87100
Bridgewater College,VA,Southeast,Private,33820.0,33820.0,47161.0,Business Marketing,46600,13500,29400,42500,57900,82100
College of William and Mary,VA,Southeast,Public,22044.0,43670.0,35991.0,Social science,74500,18500,40300,58500,89800,124900
Central Virginia Community College,VA,Southeast,Public,4726.0,10654.0,9415.0,Humanities,30300,6600,16000,27700,39300,55000
Christopher Newport University,VA,Southeast,Public,13654.0,25850.0,28394.0,Biological,52000,13600,32400,46900,65900,77100
Bryant & Stratton College-Virginia Beach,VA,Southeast,Private,17624.0,17624.0,21780.0,Health,26600,2600,12100,24100,36800,46900
Bryant & Stratton College-Richmond,VA,Southeast,Private,17288.0,17288.0,22529.0,Health,26600,2600,12100,24100,36800,46900
Jefferson College of Health Sciences,VA,Southeast,Private,25850.0,25850.0,40502.0,Health,58600,16400,34000,54000,73600,93200
Dabney S Lancaster Community College,VA,Southeast,Public,4613.0,10541.0,10557.0,Humanities,31500,5000,17200,29100,42900,56300
Danville Community College,VA,Southeast,Public,4598.0,10526.0,11708.0,Humanities,29400,8800,14200,25000,39900,54600
Centura College-Virginia Beach,VA,Southeast,Private,15887.0,15887.0,28693.0,Health,25000,4500,11300,21900,34400,51000
Emory & Henry College,VA,Southeast,Private,33700.0,33700.0,47516.0,Business Marketing,45000,16500,26700,40700,57100,72300
Eastern Mennonite University,VA,Southeast,Private,35800.0,35800.0,46075.0,Health,44700,12600,24800,40300,57600,76000
Eastern Shore Community College,VA,Southeast,Public,4688.0,10616.0,10313.0,Health,28000,5000,13600,24300,35000,44200
Ferrum College,VA,Southeast,Private,33025.0,33025.0,45296.0,Business Marketing,41100,9900,25600,37300,51600,63000
George Mason University,VA,Southeast,Public,11924.0,34370.0,25196.0,Business Marketing,63900,16300,37800,59900,85000,107000
Germanna Community College,VA,Southeast,Public,4801.0,10729.0,11438.0,Humanities,35100,6100,15400,30500,47400,74400
Hampden-Sydney College,VA,Southeast,Private,43940.0,43940.0,59100.0,Business Marketing,59000,14500,35200,52200,72200,106000
Hampton University,VA,Southeast,Private,25441.0,25441.0,38849.0,Business Marketing,50100,10600,27000,44700,67400,85500
Hollins University,VA,Southeast,Private,38285.0,38285.0,52106.0,English,37900,9000,20500,35400,48800,70600
J Sargeant Reynolds Community College,VA,Southeast,Public,4886.0,10814.0,11512.0,Health,34400,7100,17100,31300,46300,63300
James Madison University,VA,Southeast,Public,10830.0,27230.0,24750.0,Health,63300,19500,37800,56600,80800,102600
John Tyler Community College,VA,Southeast,Public,4608.0,10536.0,11039.0,Humanities,36800,8000,20000,33400,49800,69400
Liberty University,VA,Southeast,Private,21310.0,21310.0,37388.0,Business Marketing,41400,8000,20600,36700,55100,77700
Longwood University,VA,Southeast,Public,12720.0,27660.0,26592.0,Humanities,45300,16000,29200,41500,53400,71000
Lord Fairfax Community College,VA,Southeast,Public,4627.0,10555.0,11008.0,Humanities,34000,6300,16200,30600,47100,68600
University of Lynchburg,VA,Southeast,Private,37690.0,37690.0,48479.0,Health,48800,13800,29100,43600,61200,83100
Mary Baldwin University,VA,Southeast,Private,31110.0,31110.0,42497.0,Business Marketing,39500,10800,24800,37200,49800,69000
University of Mary Washington,VA,Southeast,Public,12128.0,27374.0,25134.0,Social science,56200,15500,33500,51400,75600,97700
Marymount University,VA,Southeast,Private,30876.0,30876.0,44561.0,Health,57000,10700,33300,53600,76600,97700
Mountain Empire Community College,VA,Southeast,Public,4598.0,10526.0,11952.0,Health,28300,4000,12900,24400,37300,54900
American National University,VA,Southeast,Private,14886.0,14886.0,26983.0,Health,23000,3800,10800,21000,31500,42900
New River Community College,VA,Southeast,Public,4585.0,10513.0,11720.0,Humanities,35700,5800,18000,31300,45900,65000
Norfolk State University,VA,Southeast,Public,9036.0,20478.0,23992.0,Health,38800,9700,21600,35800,51300,67600
Northern Virginia Community College,VA,Southeast,Public,5498.0,11505.0,14758.0,Humanities,47200,9100,22900,42000,65100,89000
Old Dominion University,VA,Southeast,Public,10050.0,27900.0,23250.0,Health,48700,13600,29900,43700,64200,83800
Patrick Henry Community College,VA,Southeast,Public,4608.0,10536.0,10359.0,Humanities,27900,4200,14700,25000,37100,48700
Paul D Camp Community College,VA,Southeast,Public,4588.0,10516.0,9380.0,Humanities,27400,5500,12400,23700,38100,49000
Miller-Motte Technical College-Lynchburg,VA,Southeast,Private,10820.0,10820.0,22893.0,Health,24100,3700,12000,22400,33800,36500
Piedmont Virginia Community College,VA,Southeast,Public,4678.0,10606.0,11798.0,Humanities,33500,5900,17700,31100,44800,59400
Radford University,VA,Southeast,Public,10627.0,22709.0,22454.0,Business Marketing,48000,16000,30200,43000,59900,81500
Randolph-Macon College,VA,Southeast,Private,40000.0,40000.0,51911.0,Social science,54800,21000,35700,49100,65100,84000
Randolph College,VA,Southeast,Private,38155.0,38155.0,52350.0,Biological,41500,12800,20900,39700,51500,71100
Rappahannock Community College,VA,Southeast,Public,4708.0,10636.0,11798.0,Humanities,30900,5400,16100,27900,41600,55400
Fortis College-Norfolk,VA,Southeast,Private,15200.0,15200.0,30802.0,Health,27700,3800,15200,25800,36800,54800
Richard Bland College,VA,Southeast,Public,7823.0,21720.0,18889.0,Physical science,36800,5100,22200,33500,46200,61600
University of Richmond,VA,Southeast,Private,50910.0,50910.0,62974.0,Business Marketing,78900,21100,43500,64500,96900,131800
Roanoke College,VA,Southeast,Private,42819.0,42819.0,56088.0,Business Marketing,52000,15600,31400,44700,66700,82500
Shenandoah University,VA,Southeast,Private,31920.0,31920.0,45388.0,Health,52300,6900,27900,45800,69500,87300
Southern Virginia University,VA,Southeast,Private,15900.0,15900.0,26667.0,Business Marketing,39100,4000,13400,36000,52100,73500
Southside Virginia Community College,VA,Southeast,Public,4583.0,10511.0,12900.0,Humanities,27200,6100,13300,24500,36800,48600
Southwest Virginia Community College,VA,Southeast,Public,4591.0,10519.0,13588.0,Humanities,30000,4700,12800,24300,39900,57100
Strayer University-Virginia,VA,Southeast,Private,13857.0,13857.0,27744.0,Business Marketing,53500,11500,27500,45900,72000,106500
Sweet Briar College,VA,Southeast,Private,37155.0,37155.0,52885.0,Humanities,43500,9700,28100,38200,52400,70500
Thomas Nelson Community College,VA,Southeast,Public,4679.0,10607.0,11478.0,Humanities,33200,6400,16300,29900,44700,65200
Tidewater Community College,VA,Southeast,Public,5434.0,11362.0,12290.0,Social science,35300,6400,17000,30900,47400,63400
The University of Virginia's College at Wise,VA,Southeast,Public,9825.0,27055.0,21604.0,Social science,43800,14200,25800,38400,53300,72000
Virginia Highlands Community College,VA,Southeast,Public,4598.0,10526.0,11575.0,Humanities,28600,4800,13100,25500,37900,50900
Virginia Polytechnic Institute and State University,VA,Southeast,Public,13230.0,31014.0,25762.0,Engineering,67100,21100,40800,62500,87000,105600
Virginia Western Community College,VA,Southeast,Public,5228.0,11156.0,11655.0,Humanities,33800,7100,16600,30400,44500,59900
Virginia Commonwealth University,VA,Southeast,Public,13624.0,33656.0,29339.0,Business Marketing,49700,12100,28100,44000,64100,86100
University of Virginia-Main Campus,VA,Southeast,Public,16853.0,47273.0,31186.0,Social science,79400,21600,42800,61200,93100,126500
Virginia Military Institute,VA,Southeast,Public,18214.0,43902.0,29610.0,Social science,65200,15800,39200,65700,81200,97800
Virginia State University,VA,Southeast,Public,8726.0,19572.0,22009.0,Business Marketing,38400,8400,21200,35200,50100,68900
Virginia Union University,VA,Southeast,Private,17448.0,17448.0,30317.0,Social science,34200,7000,19200,32000,45500,59000
Virginia Wesleyan University,VA,Southeast,Private,36660.0,36660.0,48344.0,Business Marketing,44100,7700,26400,40700,54400,74700
Washington and Lee University,VA,Southeast,Private,50170.0,50170.0,63500.0,Business Marketing,93300,29200,50400,76100,110800,164000
Wytheville Community College,VA,Southeast,Public,4613.0,10541.0,7084.0,Humanities,30100,5300,17300,27800,40500,55900
The Art Institute of Seattle,WA,Far West,Private,17554.0,17554.0,29513.0,Visual Performing,40200,6000,19200,35600,52900,72700
Bellevue College,WA,Far West,Public,3699.0,9052.0,12218.0,Humanities,49900,8400,24500,43500,68200,88300
Bellingham Technical College,WA,Far West,Public,3461.0,4387.0,10373.0,Health,48100,7400,25400,43600,65900,74000
Big Bend Community College,WA,Far West,Public,4149.0,4596.0,12650.0,Humanities,38200,6800,18200,34900,52900,65900
Central Washington University,WA,Far West,Public,7903.0,22010.0,20774.0,Business Marketing,50100,12800,30500,46500,64900,83000
Centralia College,WA,Far West,Public,4343.0,4766.0,13676.0,Construction,35400,4200,16800,32000,48800,60800
Clark College,WA,Far West,Public,3613.0,8966.0,13452.0,Humanities,38100,4800,17700,34100,51500,73600
Clover Park Technical College,WA,Far West,Public,5740.0,5740.0,12307.0,Health,37900,4900,17300,33500,51700,67100
Columbia Basin College,WA,Far West,Public,4554.0,6530.0,13935.0,Humanities,39400,6700,20700,35900,53000,69600
Cornish College of the Arts,WA,Far West,Private,40464.0,40464.0,54208.0,Visual Performing,33600,6200,13600,29100,44600,62400
Eastern Washington University,WA,Far West,Public,7109.0,23862.0,19672.0,Business Marketing,46700,10700,27100,43100,60600,77100
Edmonds Community College,WA,Far West,Public,3822.0,9177.0,13479.0,Business Marketing,42900,6600,19500,37600,57200,80300
Everett Community College,WA,Far West,Public,3715.0,9068.0,14510.0,Humanities,38600,4900,16500,34200,52400,71500
The Evergreen State College,WA,Far West,Public,7591.0,25051.0,20612.0,Humanities,36900,5500,16200,33200,51000,63700
Pierce College-Fort Steilacoom,WA,Far West,Public,3783.0,4197.0,11494.0,Humanities,39700,6700,20200,36500,52500,69100
Gonzaga University,WA,Far West,Private,41330.0,41330.0,55181.0,Business Marketing,63800,17600,37300,56100,82000,99900
Grays Harbor College,WA,Far West,Public,3993.0,9346.0,12392.0,Humanities,32400,3600,14700,27800,44600,57900
Green River College,WA,Far West,Public,3975.0,4392.0,15143.0,Humanities,42000,6000,21000,38100,56400,73700
Heritage University,WA,Far West,Private,17914.0,17914.0,27928.0,Education,36800,5900,19500,35900,51800,59200
Highline College,WA,Far West,Public,3936.0,4358.0,14461.0,Humanities,40900,7000,18800,36900,55500,74500
Bates Technical College,WA,Far West,Public,4677.0,10095.0,10905.0,Health,43300,5700,21000,38800,59700,73500
Lake Washington Institute of Technology,WA,Far West,Public,4137.0,9486.0,12695.0,Health,47200,8400,22200,41400,63100,79100
Lower Columbia College,WA,Far West,Public,4275.0,4742.0,13082.0,Humanities,34900,4200,13800,30100,48700,71400
North Seattle College,WA,Far West,Public,4302.0,4302.0,10720.0,Health,43200,4600,17000,37800,56800,82100
Northwest University,WA,Far West,Private,30320.0,30320.0,41130.0,Health,46300,7200,21500,41300,63800,78300
Olympic College,WA,Far West,Public,3693.0,4147.0,11690.0,Engineering Technology,38000,5100,18000,33200,53000,69100
Pacific Lutheran University,WA,Far West,Private,40722.0,40722.0,51433.0,Business Marketing,53500,13700,32300,49400,68000,84400
Peninsula College,WA,Far West,Public,4347.0,4752.0,12350.0,Humanities,33100,4000,14300,30100,45300,64200
University of Puget Sound,WA,Far West,Private,48090.0,48090.0,61652.0,Social science,59100,12000,33500,52700,73100,97400
Renton Technical College,WA,Far West,Public,5377.0,5377.0,12402.0,Health,43000,6100,21000,38800,56400,66900
Saint Martin's University,WA,Far West,Private,35656.0,35656.0,47359.0,Business Marketing,51600,15000,30500,47800,68700,87600
South Seattle College,WA,Far West,Public,4515.0,4515.0,12867.0,Humanities,43600,7400,20300,37300,61200,67800
Seattle Central College,WA,Far West,Public,3795.0,3795.0,11531.0,Humanities,37000,4800,15300,32300,50700,64700
Seattle Pacific University,WA,Far West,Private,40893.0,40893.0,54315.0,Business Marketing,54200,10200,31100,49100,69000,90100
Seattle University,WA,Far West,Private,42885.0,42885.0,58371.0,Business Marketing,63200,16300,36800,56500,82800,99800
Shoreline Community College,WA,Far West,Public,3802.0,6538.0,11782.0,Humanities,46500,8400,22600,40800,62000,81100
Skagit Valley College,WA,Far West,Public,4200.0,4700.0,12682.0,Humanities,36100,4800,16700,32500,49300,67000
South Puget Sound Community College,WA,Far West,Public,4401.0,9819.0,12510.0,Humanities,34400,4900,16900,32000,46800,67000
Spokane Community College,WA,Far West,Public,3460.0,8813.0,10808.0,Humanities,37200,6200,17900,32600,49100,69100
Spokane Falls Community College,WA,Far West,Public,3460.0,8813.0,12457.0,Humanities,34900,4700,16400,30700,46300,61600
Tacoma Community College,WA,Far West,Public,4146.0,9564.0,11465.0,Humanities,40700,5800,17900,36400,56100,72700
Walla Walla Community College,WA,Far West,Public,4455.0,5955.0,11689.0,Health,38800,6900,19500,34300,53500,66600
Walla Walla University,WA,Far West,Private,27495.0,27495.0,37913.0,Health,50900,10800,26900,46400,69100,88400
Washington State University,WA,Far West,Public,11391.0,25817.0,25433.0,Business Marketing,56600,12800,32900,50600,74800,93000
University of Washington-Seattle Campus,WA,Far West,Public,10974.0,35538.0,25360.0,Biological,69600,16200,36800,57700,86200,110400
Wenatchee Valley College,WA,Far West,Public,3779.0,4196.0,13339.0,Humanities,36700,6500,17400,33400,50700,68900
Western Washington University,WA,Far West,Public,8183.0,22695.0,22374.0,Business Marketing,50600,11300,29800,45800,64200,82400
Whatcom Community College,WA,Far West,Public,4460.0,9878.0,12828.0,Humanities,38400,5600,15800,32400,51600,65300
Whitman College,WA,Far West,Private,49780.0,49780.0,61972.0,Social science,59400,13800,31700,51300,76600,94400
Whitworth University,WA,Far West,Private,42186.0,42186.0,55273.0,Business Marketing,48000,9500,28000,42100,61200,81600
Yakima Valley College,WA,Far West,Public,4409.0,4832.0,13203.0,Health,36800,5900,19600,33300,48900,65300
Alderson Broaddus University,WV,Southeast,Private,26610.0,26610.0,37162.0,Health,47000,12300,23900,40400,63400,88300
Bethany College,WV,Southeast,Private,28454.0,28454.0,41220.0,Public Admin,44200,12400,28000,40400,58100,81200
Bluefield State College,WV,Southeast,Public,6728.0,13032.0,15638.0,Health,31900,5800,14200,26600,42700,63200
University of Charleston,WV,Southeast,Private,30400.0,30400.0,40161.0,Business Marketing,46800,11200,27500,40800,58700,71500
Concord University,WV,Southeast,Public,7732.0,16812.0,15780.0,Humanities,35700,8300,19900,32300,44300,64100
Davis & Elkins College,WV,Southeast,Private,28992.0,28992.0,41055.0,Health,40200,7500,21700,37400,52600,69700
Fairmont State University,WV,Southeast,Public,6950.0,14666.0,17657.0,Health,38400,8400,19200,33000,50600,70100
Glenville State College,WV,Southeast,Public,7342.0,16560.0,21270.0,Security law,38400,5400,18200,33800,50000,66700
Huntington Junior College,WV,Southeast,Private,8100.0,8100.0,13745.0,Health,20300,2900,7000,18100,28500,38300
Marshall University,WV,Southeast,Public,7798.0,17856.0,18315.0,Health,41700,8800,21100,35600,52900,70800
Ohio Valley University,WV,Southeast,Private,21250.0,21250.0,29710.0,Humanities,40400,8700,21900,37200,52800,70400
West Virginia University at Parkersburg,WV,Southeast,Public,3552.0,7920.0,9888.0,Humanities,33200,6700,14500,28000,43500,61300
Potomac State College of West Virginia University,WV,Southeast,Public,4248.0,10752.0,13622.0,Humanities,52700,13300,28800,45800,68200,93600
Salem University,WV,Southeast,Private,16700.0,16700.0,24396.0,Business Marketing,34100,3900,17000,28900,41300,66600
Shepherd University,WV,Southeast,Public,7328.0,17869.0,16387.0,Humanities,43000,10500,24200,39700,57000,70300
Southern West Virginia Community and Technical College,WV,Southeast,Public,3724.0,5981.0,10416.0,Humanities,29500,4800,11800,24400,40400,63100
West Virginia State University,WV,Southeast,Public,7546.0,16550.0,16585.0,Humanities,33800,5700,16500,29800,43600,60800
West Liberty University,WV,Southeast,Public,7380.0,15020.0,20767.0,Health,39500,9000,22400,36400,49900,68400
West Virginia University Institute of Technology,WV,Southeast,Public,6960.0,17544.0,16296.0,Engineering,52700,13300,28800,45800,68200,93600
West Virginia Wesleyan College,WV,Southeast,Private,30752.0,30752.0,43477.0,Physical science,48800,17000,27000,43600,61300,84200
West Virginia Junior College-Charleston,WV,Southeast,Private,12625.0,12625.0,18268.0,Health,22300,2700,9700,19300,29700,44600
West Virginia Junior College-Morgantown,WV,Southeast,Private,13090.0,13090.0,22605.0,Health,24000,4800,9300,21300,33400,45500
West Virginia Northern Community College,WV,Southeast,Public,4036.0,11178.0,9721.0,Health,30200,4600,13600,25800,41900,55200
West Virginia University,WV,Southeast,Public,8376.0,23616.0,20702.0,Engineering,52700,13300,28800,45800,68200,93600
Wheeling Jesuit University,WV,Southeast,Private,28110.0,28110.0,38805.0,Business Marketing,49600,14100,27700,46200,67700,85200
Alverno College,WI,Great Lakes,Private,28277.0,28277.0,36436.0,Health,40900,8900,24000,38800,54600,75100
Madison Area Technical College,WI,Great Lakes,Public,4341.0,6324.0,14887.0,Health,39100,7600,22000,36500,52100,63800
Beloit College,WI,Great Lakes,Private,48706.0,48706.0,57208.0,Social science,47700,10000,28000,42400,58300,69500
Blackhawk Technical College,WI,Great Lakes,Public,4329.0,6312.0,12728.0,Health,34100,8000,17400,31300,46800,65200
Cardinal Stritch University,WI,Great Lakes,Private,28844.0,28844.0,38738.0,Business Marketing,55400,15200,31400,48500,69400,90400
Carroll University,WI,Great Lakes,Private,31144.0,31144.0,42003.0,Parks Rec,47000,13800,30100,44200,61800,75100
Carthage College,WI,Great Lakes,Private,41950.0,41950.0,53282.0,Business Marketing,50100,13600,29300,44700,61700,78200
Concordia University-Wisconsin,WI,Great Lakes,Private,28600.0,28600.0,42149.0,Health,47300,11500,27500,42800,60500,78200
Edgewood College,WI,Great Lakes,Private,28500.0,28500.0,40472.0,Health,47600,10900,28400,43300,61400,76500
Fox Valley Technical College,WI,Great Lakes,Public,4497.0,6480.0,14961.0,Health,37300,8800,21700,36100,50100,64300
Gateway Technical College,WI,Great Lakes,Public,4369.0,6352.0,12821.0,Health,32400,5000,16100,30100,44900,65100
Lakeland University,WI,Great Lakes,Private,27760.0,27760.0,38062.0,Business Marketing,45100,11100,27300,42800,57300,72000
Lakeshore Technical College,WI,Great Lakes,Public,4184.0,6167.0,13685.0,Health,36100,8700,22200,34500,47600,62400
Lawrence University,WI,Great Lakes,Private,46101.0,46101.0,56823.0,Visual Performing,48700,13700,27100,44100,60300,81600
Maranatha Baptist University,WI,Great Lakes,Private,14910.0,14910.0,24832.0,Business Marketing,38700,5100,17700,33000,53500,68100
Marian University,WI,Great Lakes,Private,27400.0,27400.0,38643.0,Health,46700,11100,28800,41700,59800,73100
Marquette University,WI,Great Lakes,Private,39900.0,39900.0,52916.0,Business Marketing,70700,23600,42100,62600,85900,106000
Mid-State Technical College,WI,Great Lakes,Public,4371.0,6354.0,13895.0,Health,35700,5800,20100,33400,48500,64200
Milwaukee Area Technical College,WI,Great Lakes,Public,4491.0,6174.0,12882.0,Health,33500,6900,17300,31100,45600,61000
Milwaukee Institute of Art & Design,WI,Great Lakes,Private,36230.0,36230.0,45542.0,Visual Performing,37500,7700,20600,33300,50700,66200
Milwaukee School of Engineering,WI,Great Lakes,Private,39429.0,39429.0,49230.0,Engineering,71100,22600,48700,71300,87300,103000
Moraine Park Technical College,WI,Great Lakes,Public,4461.0,6416.0,12964.0,Health,36100,6600,19500,34600,49500,64600
Mount Mary University,WI,Great Lakes,Private,29510.0,29510.0,41962.0,Health,43000,9000,24000,40000,58300,68600
Nicolet Area Technical College,WI,Great Lakes,Public,4877.0,7316.0,13281.0,Health,31400,7100,17400,29900,42300,56300
Northcentral Technical College,WI,Great Lakes,Public,3497.0,5083.0,14690.0,Health,37000,10300,21900,36000,49000,60700
Northeast Wisconsin Technical College,WI,Great Lakes,Public,4415.0,6398.0,14511.0,Health,38400,11000,21900,35900,51800,61000
Northland College,WI,Great Lakes,Private,35157.0,35157.0,44920.0,Natural Resources,35500,7600,22700,33700,44600,59900
Ripon College,WI,Great Lakes,Private,41835.0,41835.0,49078.0,Social science,51300,19500,31900,45500,62100,75500
Saint Norbert College,WI,Great Lakes,Private,36593.0,36593.0,46159.0,Business Marketing,51300,13900,33500,46400,62500,80600
Silver Lake College of the Holy Family,WI,Great Lakes,Private,27360.0,27360.0,39664.0,Business Marketing,39200,13000,27000,37600,49200,68800
Southwest Wisconsin Technical College,WI,Great Lakes,Public,4340.0,6204.0,13790.0,Health,36000,7900,20400,33200,46500,61000
Bryant & Stratton College-Milwaukee,WI,Great Lakes,Private,15902.0,15902.0,22423.0,Health,26600,2600,12100,24100,36800,46900
University of Wisconsin Colleges,WI,Great Lakes,Public,5172.0,12743.0,12200.0,Humanities,38900,9700,22800,36000,50100,62700
Viterbo University,WI,Great Lakes,Private,27150.0,27150.0,37585.0,Health,47400,13200,28600,43200,62200,76600
Chippewa Valley Technical College,WI,Great Lakes,Public,4304.0,6287.0,14225.0,Health,38300,9200,21500,35700,51400,65700
Waukesha County Technical College,WI,Great Lakes,Public,4340.0,6206.0,14014.0,Health,38800,10100,21700,35900,52500,66700
Western Technical College,WI,Great Lakes,Public,3965.0,6249.0,12976.0,Health,37100,7500,22800,34900,48600,59900
University of Wisconsin-Whitewater,WI,Great Lakes,Public,7662.0,16235.0,17480.0,Business Marketing,45800,13900,29500,42600,57800,74300
Wisconsin Indianhead Technical College,WI,Great Lakes,Public,4662.0,6778.0,14618.0,Health,36200,7000,20200,32500,46500,65500
University of Wisconsin-Eau Claire,WI,Great Lakes,Public,8816.0,16736.0,19591.0,Business Marketing,50300,16500,32600,46200,63100,78500
